"Name","Genes (tot)","Stat (dist.dir.up)","p (dist.dir.up)","p adj (dist.dir.up)","Stat (dist.dir.dn)","p (dist.dir.dn)","p adj (dist.dir.dn)","Stat (non-dir.)","p (non-dir.)","p adj (non-dir.)","Genes (up)","Stat (mix.dir.up)","p (mix.dir.up)","p adj (mix.dir.up)","Genes (down)","Stat (mix.dir.dn)","p (mix.dir.dn)","p adj (mix.dir.dn)"
"mitochondrial translation [GO:0032543]",24,0.51379,0.55084,1,0.48621,0.44926,0.7961,0.88984,0.41296,0.8699,9,0.8899,0.27887,1,15,0.8898,0.58264,0.96012
"mitochondrial small ribosomal subunit [GO:0005763]",13,0.47972,0.030297,0.40685,0.52028,0.9698,1,0.90105,0.68003,0.97221,8,0.88664,0.24878,1,5,0.92409,0.90321,0.99883
"ligase activity [GO:0016874]",42,0.53878,0.9972,1,0.46122,0.0028997,0.068143,0.87286,0.027297,0.33075,11,0.90536,0.56864,1,31,0.86133,0.025597,0.37851
"intracellular membrane-bounded organelle [GO:0043231]",40,0.51288,0.53905,1,0.48712,0.46105,0.80109,0.89027,0.40106,0.8699,18,0.90671,0.63814,1,22,0.87682,0.24248,0.73949
"catalytic activity [GO:0003824]",58,0.52116,0.86691,1,0.47884,0.13319,0.48662,0.89779,0.72243,0.98127,19,0.90859,0.68163,1,39,0.89253,0.72543,0.98981
"protein transmembrane transporter activity [GO:0008320]",11,0.50012,0.25797,1,0.49988,0.74213,0.98181,0.91168,0.83772,0.98769,6,0.91926,0.76192,1,5,0.90259,0.69853,0.98871
"tricarboxylic acid cycle [GO:0006099]",22,0.52543,0.84452,1,0.47457,0.15558,0.50958,0.88813,0.36556,0.8699,7,0.90412,0.53475,1,15,0.88067,0.37036,0.86326
"protein insertion into mitochondrial inner membrane [GO:0045039]",5,0.52031,0.61304,1,0.47969,0.38716,0.7452,0.86098,0.13879,0.61248,2,0.87699,0.30327,1,3,0.8503,0.16518,0.6939
"phosphatidylinositol binding [GO:0035091]",20,0.48108,0.011299,0.24138,0.51892,0.9888,1,0.88737,0.34737,0.8699,13,0.88426,0.15978,0.93381,7,0.89317,0.59564,0.9656
"RNA endonuclease activity [GO:0004521]",10,0.53884,0.91451,1,0.46116,0.085591,0.40121,0.88388,0.32347,0.84696,2,0.9039,0.51195,1,8,0.87887,0.36286,0.85214
"endoplasmic reticulum unfolded protein response [GO:0030968]",6,0.49218,0.21428,0.96619,0.50782,0.78582,1,0.89635,0.54795,0.91029,3,0.88071,0.28127,1,3,0.912,0.75152,0.98981
"COP9 signalosome [GO:0008180]",6,0.51528,0.54225,1,0.48472,0.45785,0.80109,0.93412,0.94821,0.99736,2,0.94702,0.85341,1,4,0.92768,0.90591,0.99883
"RNA polymerase II complex binding [GO:0000993]",7,0.51078,0.47515,1,0.48922,0.52495,0.85491,0.90365,0.66643,0.97221,4,0.93457,0.86481,1,3,0.86243,0.24948,0.74475
"Cdc73/Paf1 complex [GO:0016593]",6,0.53429,0.80662,1,0.46571,0.19348,0.56161,0.89936,0.59444,0.9407,3,0.96794,0.9775,1,3,0.83077,0.076692,0.54423
"vacuole [GO:0005773]",31,0.52274,0.83132,1,0.47726,0.16878,0.5324,0.90106,0.78172,0.98769,10,0.91713,0.79272,1,21,0.89341,0.69643,0.98822
"isomerase activity [GO:0016853]",32,0.50922,0.39846,1,0.49078,0.60164,0.90632,0.89631,0.63124,0.95396,13,0.89507,0.34617,1,19,0.89717,0.76772,0.98981
"methionine biosynthetic process [GO:0009086]",11,0.45376,0.0013999,0.078326,0.54624,0.9987,1,0.85637,0.039896,0.37782,8,0.83767,0.0030997,0.34213,3,0.90621,0.69713,0.98822
"mitochondrial intermembrane space [GO:0005758]",28,0.51323,0.53965,1,0.48677,0.46045,0.80109,0.90111,0.75832,0.98769,11,0.90781,0.62024,1,17,0.89677,0.74913,0.98981
"copper ion binding [GO:0005507]",9,0.52637,0.75172,1,0.47363,0.24838,0.59712,0.908,0.76402,0.98769,3,0.9411,0.87021,1,6,0.89145,0.57374,0.95828
"quinone binding [GO:0048038]",5,0.47439,0.091491,0.72883,0.52561,0.90861,1,0.84356,0.051895,0.42418,3,0.82696,0.024198,0.67874,2,0.86848,0.34857,0.84833
"deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]",8,0.51247,0.49805,1,0.48753,0.50205,0.83527,0.89,0.43976,0.8699,3,0.8866,0.33057,1,5,0.89205,0.56624,0.95084
"nuclear-transcribed mRNA catabolic process [GO:0000956]",10,0.5391,0.91681,1,0.4609,0.083292,0.40121,0.8831,0.31017,0.84266,3,0.93549,0.83242,1,7,0.86064,0.14639,0.64095
"P-body [GO:0000932]",25,0.51292,0.52345,1,0.48708,0.47665,0.81613,0.89973,0.70033,0.97221,10,0.90695,0.60344,1,15,0.89491,0.69453,0.98822
"protein-containing complex [GO:0032991]",25,0.52996,0.92831,1,0.47004,0.071793,0.36677,0.91185,0.93411,0.99736,6,0.94118,0.95,1,19,0.90259,0.86441,0.99883
"protein retention in Golgi apparatus [GO:0045053]",6,0.52327,0.66423,1,0.47673,0.33587,0.71017,0.88058,0.31287,0.84349,3,0.92711,0.75862,1,3,0.83405,0.088091,0.56277
"fungal-type cell wall organization [GO:0031505]",23,0.47342,0.0010999,0.07385,0.52658,0.999,1,0.87064,0.057094,0.44354,16,0.86881,0.018098,0.64747,7,0.87483,0.30987,0.82019
"structural molecule activity [GO:0005198]",17,0.56869,1,1,0.43131,9.999e-05,0.013427,0.83632,0.0013999,0.10527,3,0.92549,0.74493,1,14,0.81722,0.0013999,0.19488
"Golgi to endosome transport [GO:0006895]",5,0.52582,0.68823,1,0.47418,0.31187,0.68018,0.82471,0.016298,0.25468,2,0.84545,0.10789,0.84931,3,0.81089,0.029997,0.37851
"vesicle-mediated transport [GO:0016192]",82,0.52536,0.9768,1,0.47464,0.023298,0.22121,0.87621,0.012099,0.24608,35,0.9144,0.89731,1,47,0.84777,0.00039996,0.18738
"clathrin-coated pit [GO:0005905]",5,0.55337,0.93551,1,0.44663,0.064594,0.35097,0.84972,0.072093,0.49841,1,0.89113,0.50315,1,4,0.83937,0.081192,0.54732
"cytoplasmic vesicle membrane [GO:0030659]",6,0.54533,0.90531,1,0.45467,0.094791,0.42838,0.8728,0.21638,0.75981,1,0.8904,0.50215,1,5,0.86928,0.26937,0.77388
"cytoplasmic vesicle [GO:0031410]",25,0.56251,0.9999,1,0.43749,0.00019998,0.018798,0.86089,0.010399,0.23925,4,0.95598,0.9725,1,21,0.84277,0.0045995,0.19488
"spindle [GO:0005819]",5,0.51174,0.49055,1,0.48826,0.50955,0.84327,0.89276,0.49285,0.87974,2,0.8953,0.42166,1,3,0.89106,0.54355,0.9449
"mitotic spindle pole body [GO:0044732]",5,0.47047,0.071693,0.61265,0.52953,0.92841,1,0.88938,0.44856,0.8699,3,0.85861,0.12389,0.87514,2,0.93554,0.87301,0.99883
"mitotic spindle [GO:0072686]",5,0.51273,0.50525,1,0.48727,0.49485,0.83064,0.89865,0.57344,0.92941,2,0.90515,0.52295,1,3,0.89432,0.58214,0.96012
"mitotic spindle midzone [GO:1990023]",5,0.52154,0.63074,1,0.47846,0.36936,0.73376,0.89519,0.52685,0.90025,2,0.92283,0.66973,1,3,0.87676,0.39616,0.87748
"RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]",24,0.4979,0.12549,0.8011,0.5021,0.87461,1,0.90599,0.85001,0.98769,15,0.92144,0.89961,1,9,0.88024,0.39266,0.87748
"phosphatidylinositol dephosphorylation [GO:0046856]",6,0.53228,0.78242,1,0.46772,0.21768,0.56214,0.90595,0.69173,0.97221,2,0.95576,0.88931,1,4,0.88105,0.42636,0.89277
"establishment or maintenance of cell polarity [GO:0007163]",9,0.50373,0.33227,1,0.49627,0.66783,0.9434,0.93076,0.9681,0.99736,4,0.93049,0.83382,1,5,0.93098,0.94041,0.99883
"cellular bud tip [GO:0005934]",10,0.51772,0.60594,1,0.48228,0.39416,0.75059,0.91522,0.86651,0.98769,5,0.95066,0.9697,1,5,0.87978,0.40406,0.87748
"mating projection tip [GO:0043332]",17,0.50431,0.30477,1,0.49569,0.69533,0.94726,0.91165,0.88841,0.99259,8,0.91529,0.73733,1,9,0.90841,0.85121,0.99883
"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]",16,0.53637,0.94331,1,0.46363,0.056794,0.33159,0.86798,0.068593,0.49841,5,0.90516,0.54095,1,11,0.85108,0.043096,0.41587
"intracellular transport [GO:0046907]",9,0.50507,0.35796,1,0.49493,0.64214,0.9272,0.91522,0.85671,0.98769,5,0.93283,0.87741,1,4,0.89321,0.57834,0.96012
"COPII-coated ER to Golgi transport vesicle [GO:0030134]",15,0.52885,0.84782,1,0.47115,0.15228,0.50848,0.88318,0.28007,0.80815,6,0.92609,0.84222,1,9,0.85457,0.077592,0.54423
"peptidyl-prolyl cis-trans isomerase activity [GO:0003755]",16,0.52337,0.76132,1,0.47663,0.23878,0.58573,0.91085,0.87231,0.98769,5,0.93216,0.87201,1,11,0.90116,0.77642,0.98981
"cyclosporin A binding [GO:0016018]",6,0.52333,0.66493,1,0.47667,0.33517,0.71017,0.89858,0.58244,0.9343,2,0.91785,0.63124,1,4,0.88895,0.52915,0.9449
"protein tyrosine phosphatase activity [GO:0004725]",5,0.53508,0.79552,1,0.46492,0.20458,0.56161,0.92526,0.87911,0.98769,1,0.98855,0.9543,1,4,0.90944,0.75852,0.98981
"protein phosphatase regulator activity [GO:0019888]",5,0.55614,0.94711,1,0.44386,0.052995,0.31588,0.88773,0.42786,0.8699,0,NA,NA,NA,5,0.88773,0.51115,0.9449
"electron transfer activity [GO:0009055]",9,0.53895,0.90181,1,0.46105,0.09829,0.43918,0.89477,0.53035,0.90025,1,0.87699,0.45605,1,8,0.89699,0.67573,0.9874
"SRP-dependent cotranslational protein targeting to membrane [GO:0006614]",9,0.49389,0.18418,0.92935,0.50611,0.81592,1,0.89047,0.44896,0.8699,6,0.90869,0.60354,1,3,0.85402,0.19418,0.72201
"mRNA 3'-end processing [GO:0031124]",10,0.5385,0.91201,1,0.4615,0.088091,0.40791,0.89755,0.59204,0.93864,2,0.93636,0.80242,1,8,0.88785,0.51685,0.9449
"mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]",9,0.5503,0.9679,1,0.4497,0.032197,0.25648,0.89398,0.51585,0.89136,1,0.97562,0.85811,1,8,0.88377,0.44796,0.91369
"ribosomal small subunit assembly [GO:0000028]",12,0.48328,0.055894,0.56495,0.51672,0.94421,1,0.88622,0.35596,0.8699,7,0.87382,0.12159,0.87514,5,0.90359,0.71073,0.98915
"cytosolic small ribosomal subunit [GO:0022627]",29,0.49885,0.12059,0.79268,0.50115,0.87951,1,0.88447,0.24728,0.79061,15,0.8861,0.16828,0.93381,14,0.88273,0.41496,0.88497
"ATPase activator activity [GO:0001671]",5,0.47467,0.092991,0.73455,0.52533,0.90711,1,0.90708,0.68803,0.97221,4,0.91027,0.60194,1,1,0.89434,0.60794,0.96571
"cytoplasmic microtubule [GO:0005881]",6,0.49498,0.25097,1,0.50502,0.74913,0.98486,0.93133,0.93651,0.99736,4,0.94097,0.90941,1,2,0.91204,0.70293,0.98915
"microtubule cytoskeleton [GO:0015630]",12,0.47595,0.021198,0.32974,0.52405,0.9789,1,0.89231,0.48875,0.87974,10,0.90652,0.59344,1,2,0.82126,0.081192,0.54732
"cell cortex of cell tip [GO:0051285]",8,0.49943,0.27707,1,0.50057,0.72303,0.9699,0.87328,0.19918,0.74201,4,0.87214,0.17168,0.93381,4,0.87441,0.35356,0.84888
"GTPase regulator activity [GO:0030695]",7,0.52008,0.62854,1,0.47992,0.37156,0.73376,0.88979,0.44326,0.8699,3,0.91828,0.67903,1,4,0.86843,0.28657,0.78623
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",7,0.50969,0.45765,1,0.49031,0.54245,0.85889,0.88196,0.32097,0.84696,3,0.88489,0.31197,1,4,0.87976,0.41136,0.88404
"ergosterol biosynthetic process [GO:0006696]",18,0.48274,0.020098,0.32974,0.51726,0.98,1,0.8841,0.27627,0.80675,12,0.88719,0.20668,0.97781,6,0.87793,0.36756,0.85887
"cellular response to amino acid starvation [GO:0034198]",7,0.52095,0.64084,1,0.47905,0.35926,0.72521,0.91123,0.77782,0.98769,3,0.94531,0.89591,1,4,0.88567,0.48975,0.93462
"positive regulation of TORC1 signaling [GO:1904263]",5,0.53861,0.82672,1,0.46139,0.17338,0.53967,0.91041,0.72953,0.98528,1,0.9691,0.83362,1,4,0.89574,0.60714,0.96571
"Seh1-associated complex [GO:0035859]",5,0.53038,0.74483,1,0.46962,0.25527,0.60714,0.89395,0.50775,0.8895,1,0.88675,0.49035,1,4,0.89574,0.60714,0.96571
"site of polarized growth [GO:0030427]",8,0.50901,0.43266,1,0.49099,0.56744,0.88019,0.91376,0.82552,0.98769,3,0.90905,0.58024,1,5,0.91659,0.84972,0.99883
"proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]",47,0.53025,0.9775,1,0.46975,0.022598,0.21771,0.89994,0.78102,0.98769,14,0.93359,0.9771,1,33,0.88567,0.48095,0.92635
"proteasome regulatory particle [GO:0005838]",5,0.50822,0.44226,1,0.49178,0.55784,0.87195,0.94672,0.979,0.99736,3,0.96929,0.9801,1,2,0.91285,0.70563,0.98915
"proteasome regulatory particle, lid subcomplex [GO:0008541]",14,0.55051,0.9914,1,0.44949,0.0086991,0.1239,0.89173,0.46685,0.87974,2,0.97459,0.9617,1,12,0.87792,0.32587,0.82609
"GPI anchor biosynthetic process [GO:0006506]",9,0.50342,0.32567,1,0.49658,0.67443,0.9434,0.87715,0.22998,0.77314,5,0.89559,0.40826,1,4,0.8541,0.16588,0.6939
"RNA polymerase II CTD heptapeptide repeat P3 isomerase activity [GO:0140839]",15,0.52077,0.70693,1,0.47923,0.29317,0.65459,0.91324,0.89351,0.99279,5,0.93216,0.87201,1,10,0.90378,0.80042,0.98981
"RNA polymerase II CTD heptapeptide repeat P6 isomerase activity [GO:0140840]",15,0.52077,0.70693,1,0.47923,0.29317,0.65459,0.91324,0.89351,0.99279,5,0.93216,0.87201,1,10,0.90378,0.80042,0.98981
"90S preribosome [GO:0030686]",11,0.51252,0.50415,1,0.48748,0.49595,0.831,0.88845,0.40286,0.8699,5,0.90484,0.53695,1,6,0.87479,0.32527,0.82609
"ubiquitin-protein transferase activity [GO:0004842]",15,0.52364,0.76372,1,0.47636,0.23638,0.58166,0.88846,0.39256,0.8699,5,0.9036,0.51785,1,10,0.88089,0.39066,0.87748
"negative regulation of gluconeogenesis [GO:0045721]",6,0.55989,0.969,1,0.44011,0.031097,0.25641,0.88021,0.30777,0.84266,0,NA,NA,NA,6,0.88021,0.39946,0.87748
"GID complex [GO:0034657]",5,0.56562,0.9777,1,0.43438,0.022398,0.21771,0.86877,0.19998,0.74201,0,NA,NA,NA,5,0.86877,0.26287,0.76733
"protein targeting to ER [GO:0045047]",6,0.51512,0.53985,1,0.48488,0.46025,0.80109,0.88365,0.35486,0.8699,2,0.87085,0.25177,1,4,0.89005,0.54325,0.9449
"amino acid transport [GO:0006865]",13,0.49087,0.11029,0.77168,0.50913,0.88981,1,0.88306,0.28827,0.81619,8,0.89014,0.29807,1,5,0.87172,0.29877,0.79985
"actin filament organization [GO:0007015]",23,0.50697,0.34237,1,0.49303,0.65773,0.93962,0.8877,0.35996,0.8699,10,0.8869,0.21988,1,13,0.88832,0.54035,0.9449
"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]",15,0.4856,0.047895,0.51749,0.5144,0.9522,1,0.92487,0.9766,0.99736,10,0.92205,0.85771,1,5,0.9305,0.93811,0.99883
"positive regulation of transcription by RNA polymerase II [GO:0045944]",63,0.51579,0.68583,1,0.48421,0.31427,0.68246,0.90151,0.86791,0.98769,26,0.91894,0.93421,1,37,0.88925,0.60594,0.96571
"RNA polymerase II transcription regulator complex [GO:0090575]",5,0.46895,0.064094,0.57931,0.53105,0.93601,1,0.90207,0.62254,0.94797,3,0.86663,0.16868,0.93381,2,0.95521,0.93111,0.99883
"amino acid biosynthetic process [GO:0008652]",16,0.51787,0.64404,1,0.48213,0.35606,0.72521,0.86303,0.040296,0.37782,7,0.88432,0.22878,1,9,0.84648,0.041296,0.41164
"small molecule metabolic process [GO:0044281]",20,0.53672,0.9622,1,0.46328,0.037896,0.2783,0.87727,0.14129,0.61771,6,0.91784,0.74253,1,14,0.85988,0.070993,0.53314
"iron-sulfur cluster binding [GO:0051536]",22,0.50546,0.30567,1,0.49454,0.69443,0.94726,0.90386,0.78972,0.98769,8,0.88281,0.19848,0.97781,14,0.91589,0.9568,0.99883
"peroxidase activity [GO:0004601]",12,0.53172,0.86491,1,0.46828,0.13519,0.48662,0.84834,0.013799,0.24608,4,0.86767,0.13749,0.91942,8,0.83867,0.026097,0.37851
"translation elongation factor activity [GO:0003746]",9,0.52555,0.73673,1,0.47445,0.26337,0.62048,0.9062,0.73443,0.98769,2,0.9039,0.51195,1,7,0.90685,0.78932,0.98981
"ribosome binding [GO:0043022]",23,0.52977,0.91731,1,0.47023,0.082792,0.40116,0.8771,0.13049,0.59833,7,0.8959,0.39366,1,16,0.86887,0.13609,0.61304
"translational elongation [GO:0006414]",12,0.5205,0.67473,1,0.4795,0.32537,0.69669,0.88513,0.33277,0.85642,3,0.85226,0.093591,0.78409,9,0.89608,0.67143,0.98375
"NAD biosynthetic process [GO:0009435]",7,0.51205,0.49865,1,0.48795,0.50145,0.83527,0.90281,0.65313,0.96837,2,0.87209,0.26247,1,5,0.9151,0.83742,0.99883
"carboxypeptidase activity [GO:0004180]",8,0.52042,0.64164,1,0.47958,0.35846,0.72521,0.91192,0.80382,0.98769,3,0.93701,0.84132,1,5,0.89686,0.62954,0.96793
"NLS-bearing protein import into nucleus [GO:0006607]",8,0.47461,0.040996,0.47575,0.52539,0.9591,1,0.88689,0.38686,0.8699,5,0.86889,0.12269,0.87514,3,0.91688,0.79072,0.98981
"nuclear pore organization [GO:0006999]",5,0.56724,0.9809,1,0.43276,0.019198,0.20228,0.81241,0.0069993,0.19937,1,0.8672,0.36646,1,4,0.79871,0.0082992,0.21135
"nuclear pore central transport channel [GO:0044613]",5,0.49351,0.25227,1,0.50649,0.74783,0.98453,0.87879,0.30807,0.84266,3,0.88818,0.34347,1,2,0.8647,0.28337,0.7848
"snoRNA binding [GO:0030515]",12,0.49941,0.24058,1,0.50059,0.75952,0.99278,0.88789,0.39126,0.8699,7,0.90289,0.51205,1,5,0.8669,0.24098,0.73949
"U3 snoRNA binding [GO:0034511]",9,0.52065,0.66043,1,0.47935,0.33967,0.7111,0.8967,0.56744,0.92476,3,0.90698,0.55744,1,6,0.89155,0.57494,0.95858
"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]",15,0.49938,0.21078,0.96619,0.50062,0.78932,1,0.90498,0.77032,0.98769,7,0.89686,0.40886,1,8,0.91209,0.86781,0.99883
"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]",15,0.49938,0.21078,0.96619,0.50062,0.78932,1,0.90498,0.77032,0.98769,7,0.89686,0.40886,1,8,0.91209,0.86781,0.99883
"box C/D methylation guide snoRNP complex [GO:0031428]",5,0.46208,0.037496,0.45429,0.53792,0.9626,1,0.89437,0.51345,0.89135,4,0.88659,0.31147,1,1,0.92552,0.67003,0.98375
"small-subunit processome [GO:0032040]",49,0.50521,0.22098,0.97416,0.49479,0.77912,1,0.90289,0.87421,0.98769,23,0.90767,0.68423,1,26,0.89867,0.83492,0.99883
"calcium ion binding [GO:0005509]",22,0.52913,0.90191,1,0.47087,0.09819,0.43918,0.88084,0.19048,0.72938,7,0.90431,0.53785,1,15,0.86989,0.16968,0.70041
"mitochondrial electron transport, NADH to ubiquinone [GO:0006120]",6,0.48058,0.10399,0.75775,0.51942,0.89611,1,0.89136,0.47355,0.87974,3,0.85252,0.09549,0.78409,3,0.9302,0.87531,0.99883
"intra-Golgi vesicle-mediated transport [GO:0006891]",18,0.52724,0.85001,1,0.47276,0.15008,0.50848,0.92089,0.9743,0.99736,5,0.95565,0.9822,1,13,0.90752,0.88691,0.99883
"spliceosomal tri-snRNP complex assembly [GO:0000244]",5,0.53838,0.82442,1,0.46162,0.17568,0.54299,0.88183,0.34897,0.8699,1,0.89648,0.52805,1,4,0.87816,0.39606,0.87748
"Prp19 complex [GO:0000974]",12,0.52353,0.73353,1,0.47647,0.26657,0.62333,0.90641,0.76662,0.98769,4,0.9302,0.83182,1,8,0.89451,0.63384,0.96793
"U2-type catalytic step 2 spliceosome [GO:0071007]",5,0.54584,0.88641,1,0.45416,0.11369,0.46304,0.90832,0.70373,0.97403,0,NA,NA,NA,5,0.90832,0.76642,0.98981
"pyridine nucleotide biosynthetic process [GO:0019363]",6,0.50299,0.36066,1,0.49701,0.63944,0.92588,0.90874,0.72763,0.98413,2,0.87209,0.26247,1,4,0.92707,0.90231,0.99883
"peroxisome [GO:0005777]",51,0.52076,0.84482,1,0.47924,0.15528,0.50958,0.90083,0.82332,0.98769,20,0.92651,0.9716,1,31,0.88427,0.42716,0.89277
"DNA-binding transcription factor activity [GO:0003700]",25,0.4888,0.029897,0.40685,0.5112,0.9702,1,0.90704,0.87051,0.98769,15,0.90387,0.55394,1,10,0.91179,0.89251,0.99883
"intracellular distribution of mitochondria [GO:0048312]",5,0.55901,0.9589,1,0.44099,0.041196,0.29187,0.88199,0.35056,0.8699,0,NA,NA,NA,5,0.88199,0.43616,0.90005
"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]",34,0.50844,0.35696,1,0.49156,0.64314,0.92722,0.89611,0.62324,0.94797,16,0.90755,0.65153,1,18,0.88593,0.48235,0.92635
"import into nucleus [GO:0051170]",8,0.56058,0.9886,1,0.43942,0.011499,0.14935,0.84809,0.030997,0.34611,1,0.87699,0.45605,1,7,0.84397,0.047495,0.43389
"transcription factor TFIIIC complex [GO:0000127]",5,0.53347,0.77892,1,0.46653,0.22118,0.56805,0.92034,0.83622,0.98769,1,0.96821,0.83352,1,4,0.90837,0.74933,0.98981
"mitochondrial respiratory chain complex I assembly [GO:0032981]",9,0.49393,0.18488,0.92935,0.50607,0.81522,1,0.89139,0.46825,0.87974,4,0.86416,0.11559,0.87514,5,0.91318,0.81842,0.99883
"nucleobase-containing compound metabolic process [GO:0006139]",12,0.53083,0.85241,1,0.46917,0.14769,0.50666,0.90822,0.79792,0.98769,5,0.96385,0.9927,1,7,0.86849,0.22818,0.73949
"negative regulation of transcription by RNA polymerase II [GO:0000122]",31,0.5248,0.87511,1,0.4752,0.12499,0.47973,0.88104,0.16428,0.67928,9,0.88054,0.15088,0.93336,22,0.88124,0.35076,0.84888
"ribosomal subunit export from nucleus [GO:0000054]",7,0.52654,0.72373,1,0.47346,0.27637,0.63616,0.90269,0.65153,0.96837,2,0.9226,0.66683,1,5,0.89472,0.60254,0.96571
"assembly of large subunit precursor of preribosome [GO:1902626]",6,0.52061,0.62214,1,0.47939,0.37796,0.73545,0.90733,0.71093,0.97627,2,0.92283,0.66973,1,4,0.89958,0.65683,0.98203
"Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]",5,0.53036,0.74473,1,0.46964,0.25537,0.60714,0.93928,0.958,0.99736,0,NA,NA,NA,5,0.93928,0.9712,0.99883
"translational termination [GO:0006415]",6,0.53151,0.77382,1,0.46849,0.22628,0.57537,0.92504,0.89921,0.99351,1,0.96422,0.80032,1,5,0.91721,0.85411,0.99883
"pseudouridine synthase activity [GO:0009982]",6,0.52727,0.71883,1,0.47273,0.28127,0.64018,0.91014,0.74653,0.98769,2,0.94702,0.85341,1,4,0.8917,0.56124,0.94976
"pseudouridine synthesis [GO:0001522]",8,0.50639,0.38706,1,0.49361,0.61304,0.9111,0.91206,0.80512,0.98769,4,0.92484,0.77862,1,4,0.89929,0.65343,0.97963
"G1/S transition of mitotic cell cycle [GO:0000082]",9,0.53573,0.87251,1,0.46427,0.12759,0.47973,0.85185,0.033697,0.3559,2,0.82746,0.046695,0.74001,7,0.85882,0.13019,0.60667
"nucleosome organization [GO:0034728]",5,0.56761,0.982,1,0.43239,0.018098,0.19782,0.81557,0.0087991,0.22355,1,0.87699,0.45605,1,4,0.80021,0.0091991,0.21135
"L-leucine biosynthetic process [GO:0009098]",5,0.51765,0.57374,1,0.48235,0.42636,0.77821,0.83223,0.026597,0.32897,2,0.83441,0.054895,0.74001,3,0.83077,0.076692,0.54423
"serine-type carboxypeptidase activity [GO:0004185]",5,0.52881,0.72413,1,0.47119,0.27597,0.63616,0.90546,0.66683,0.97221,1,0.90772,0.54515,1,4,0.9049,0.71823,0.98915
"nuclear origin of replication recognition complex [GO:0005664]",5,0.52005,0.60914,1,0.47995,0.39096,0.75001,0.90577,0.67093,0.97221,1,0.8647,0.28767,1,4,0.91604,0.82022,0.99883
"damaged DNA binding [GO:0003684]",12,0.52819,0.81152,1,0.47181,0.18858,0.55951,0.89229,0.48865,0.87974,4,0.923,0.75942,1,8,0.87694,0.32907,0.82664
"base-excision repair [GO:0006284]",7,0.50604,0.39966,1,0.49396,0.60044,0.90632,0.92747,0.93091,0.99736,4,0.9471,0.94181,1,3,0.90128,0.64694,0.97743
"nucleotide-excision repair [GO:0006289]",15,0.52295,0.75092,1,0.47705,0.24918,0.59751,0.9123,0.88331,0.98965,4,0.92162,0.74543,1,11,0.90891,0.87771,0.99883
"UV-damage excision repair [GO:0070914]",7,0.52734,0.73353,1,0.47266,0.26657,0.62333,0.8829,0.33437,0.85642,2,0.89078,0.38826,1,5,0.87975,0.40356,0.87748
"mitochondrion organization [GO:0007005]",20,0.55016,0.9976,1,0.44984,0.0024998,0.063507,0.85924,0.014099,0.24608,4,0.89888,0.45515,1,16,0.84933,0.018198,0.34103
"lipid homeostasis [GO:0055088]",5,0.53029,0.74433,1,0.46971,0.25577,0.60714,0.89556,0.53055,0.90025,2,0.94517,0.84422,1,3,0.86249,0.24958,0.74475
"protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]",5,0.57683,0.9926,1,0.42317,0.0074993,0.11339,0.84633,0.061994,0.47377,0,NA,NA,NA,5,0.84633,0.089491,0.56277
"protein import into mitochondrial intermembrane space [GO:0045041]",5,0.46874,0.063394,0.57931,0.53126,0.93671,1,0.83226,0.026597,0.32897,3,0.80812,0.0084992,0.6254,2,0.86848,0.34857,0.84833
"phospholipid binding [GO:0005543]",11,0.47962,0.041896,0.48027,0.52038,0.9582,1,0.91201,0.84142,0.98769,6,0.88198,0.21358,0.98831,5,0.94805,0.9873,0.99883
"translation initiation factor binding [GO:0031369]",10,0.51757,0.60314,1,0.48243,0.39696,0.75079,0.86489,0.088791,0.52825,3,0.83339,0.036696,0.74001,7,0.87838,0.35966,0.84888
"mediator complex [GO:0016592]",14,0.52157,0.71463,1,0.47843,0.28547,0.64817,0.89442,0.53305,0.90025,3,0.85431,0.10469,0.84037,11,0.90535,0.83782,0.99883
"core mediator complex [GO:0070847]",7,0.52648,0.72313,1,0.47352,0.27697,0.63616,0.87739,0.25787,0.79662,2,0.87811,0.30967,1,5,0.87711,0.36706,0.85887
"electron transport chain [GO:0022900]",5,0.52336,0.65613,1,0.47664,0.34397,0.71218,0.88568,0.39986,0.8699,2,0.91551,0.60074,1,3,0.8658,0.27727,0.78254
"amino acid metabolic process [GO:0006520]",17,0.48113,0.018298,0.31852,0.51887,0.9818,1,0.855,0.012599,0.24608,11,0.8588,0.012199,0.64747,6,0.84804,0.078392,0.54423
