"Name","Genes (tot)","Stat (dist.dir.up)","p (dist.dir.up)","p adj (dist.dir.up)","Stat (dist.dir.dn)","p (dist.dir.dn)","p adj (dist.dir.dn)","Stat (non-dir.)","p (non-dir.)","p adj (non-dir.)","Genes (up)","Stat (mix.dir.up)","p (mix.dir.up)","p adj (mix.dir.up)","Genes (down)","Stat (mix.dir.dn)","p (mix.dir.dn)","p adj (mix.dir.dn)"
"termination of RNA polymerase I transcription [GO:0006363]",8,0.43807,0.14299,0.70191,0.56193,0.85711,1,0.43396,0.89881,1,5,0.44808,0.81382,1,3,0.41043,0.79042,1
"'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]",7,0.42685,0.14339,0.70191,0.57315,0.85671,1,0.30599,0.51515,1,4,0.26473,0.33507,1,3,0.361,0.69773,1
"riboflavin biosynthetic process [GO:0009231]",7,0.36562,0.068093,0.59583,0.63438,0.93201,1,0.31011,0.52975,1,5,0.32894,0.50655,1,2,0.26303,0.52135,1
"glycerophospholipid catabolic process [GO:0046475]",5,0.38769,0.12949,0.67915,0.61231,0.87061,1,0.41045,0.80172,1,3,0.32153,0.48625,1,2,0.54382,0.90361,1
"phosphatidylinositol transfer activity [GO:0008526]",6,0.46053,0.21818,0.87212,0.53947,0.78192,1,0.2296,0.25617,0.93136,3,0.15066,0.13159,1,3,0.30854,0.58014,1
"SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]",5,0.69709,0.75552,1,0.30291,0.24458,0.56305,0.22217,0.26817,0.93136,1,0.040889,0.10939,0.99003,4,0.26749,0.47535,1
"lysine biosynthetic process [GO:0009085]",7,0.59498,0.54325,1,0.40502,0.45685,0.82322,0.15612,0.060194,0.54942,3,0.23709,0.29597,1,4,0.095386,0.050595,0.41455
"oligosaccharyltransferase complex [GO:0008250]",5,0.95455,0.9984,1,0.045454,0.0016998,0.02427,0.090908,0.020398,0.31139,0,NA,NA,NA,5,0.090908,0.030297,0.3709
"nuclear DNA-directed RNA polymerase complex [GO:0055029]",6,0.29347,0.029597,0.33435,0.70653,0.9705,1,0.42406,0.85001,1,5,0.4066,0.72153,1,1,0.51135,0.80512,1
"mitotic actomyosin contractile ring [GO:0110085]",10,0.86116,0.995,1,0.13884,0.0050995,0.058248,0.27768,0.38566,0.99647,0,NA,NA,NA,10,0.27768,0.47885,1
"proteasomal protein catabolic process [GO:0010498]",7,0.61326,0.59494,1,0.38674,0.40516,0.7713,0.49064,0.9515,1,2,0.50503,0.79852,1,5,0.48488,0.93891,1
"positive regulation of macromolecule metabolic process [GO:0010604]",6,0.65719,0.69353,1,0.34281,0.30657,0.64317,0.45585,0.90121,1,1,0.31067,0.56794,1,5,0.48488,0.93891,1
"positive regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0045899]",7,0.75012,0.89461,1,0.24988,0.10549,0.34102,0.49975,0.9583,1,0,NA,NA,NA,7,0.49975,0.9729,1
"pexophagy [GO:0000425]",5,0.89572,0.9816,1,0.10428,0.018498,0.12849,0.20856,0.22978,0.88346,0,NA,NA,NA,5,0.20856,0.28537,0.94697
"cytoplasm to vacuole targeting by the Cvt pathway [GO:0032258]",8,0.6415,0.68413,1,0.3585,0.31597,0.65752,0.34076,0.65483,1,3,0.49834,0.83212,1,5,0.24621,0.41066,1
"ubiquitin-dependent endocytosis [GO:0070086]",6,0.47363,0.24748,0.88513,0.52637,0.75262,1,0.09761,0.015498,0.2747,3,0.044869,0.0062994,0.27783,3,0.15035,0.21458,0.83109
"P-body assembly [GO:0033962]",7,0.50162,0.29607,0.93425,0.49838,0.70403,1,0.26778,0.37286,0.99647,3,0.14951,0.12999,1,4,0.35647,0.71703,1
"commitment complex [GO:0000243]",5,0.649,0.66413,1,0.351,0.33597,0.68513,0.30358,0.52465,1,2,0.50197,0.79312,1,3,0.17131,0.26097,0.90695
"regulation of protein stability [GO:0031647]",6,0.66135,0.70283,1,0.33865,0.29727,0.63267,0.2354,0.27727,0.93367,2,0.33716,0.54185,1,4,0.18452,0.24308,0.86749
"nucleobase-containing small molecule metabolic process [GO:0055086]",5,0.16699,0.0054995,0.15148,0.83301,0.9946,1,0.2979,0.50585,1,4,0.14493,0.084892,0.89948,1,0.90982,0.9632,1
"phosphatidylcholine biosynthetic process [GO:0006656]",6,0.84485,0.967,1,0.15515,0.033097,0.18002,0.19303,0.15258,0.76444,1,0.64822,0.82092,1,5,0.102,0.042796,0.3709
"MICOS complex [GO:0061617]",5,0.46835,0.26427,0.89434,0.53165,0.73583,1,0.54625,0.9664,1,3,0.56912,0.91001,1,2,0.51194,0.87761,1
"peroxisomal matrix [GO:0005782]",6,0.36696,0.084592,0.62608,0.63304,0.91551,1,0.31468,0.55064,1,3,0.048589,0.0079992,0.27783,3,0.58077,0.9564,1
"coenzyme A biosynthetic process [GO:0015937]",6,0.63323,0.63234,1,0.36677,0.36776,0.73126,0.28338,0.44136,1,2,0.32476,0.52055,1,4,0.26269,0.46305,1
"protein targeting to membrane [GO:0006612]",6,0.68872,0.76622,1,0.31128,0.23388,0.55398,0.27289,0.40316,1,2,0.4755,0.75532,1,4,0.17158,0.21118,0.8303
"multi-eIF complex [GO:0043614]",7,0.67098,0.74673,1,0.32902,0.25337,0.57233,0.27311,0.39266,1,2,0.32637,0.52325,1,5,0.25181,0.42966,1
"eukaryotic translation initiation factor 3 complex, eIF3e [GO:0071540]",7,0.49633,0.28517,0.93065,0.50367,0.71493,1,0.42302,0.85931,1,3,0.3183,0.47815,1,4,0.50156,0.93311,1
"endocytic recycling [GO:0032456]",8,0.49069,0.25617,0.88969,0.50931,0.74393,1,0.21962,0.19168,0.82923,4,0.201,0.18558,1,4,0.23824,0.39336,1
"COPII-coated vesicle cargo loading [GO:0090110]",5,0.84107,0.9515,1,0.15893,0.048595,0.23822,0.16882,0.13279,0.72225,1,0.6274,0.80742,1,4,0.054179,0.0078992,0.1825
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines [GO:0016814]",6,0.63026,0.62574,1,0.36974,0.37436,0.74009,0.43199,0.86201,1,2,0.53875,0.83982,1,4,0.3786,0.76322,1
"retromer complex [GO:0030904]",7,0.5604,0.44526,1,0.4396,0.55484,0.90841,0.061315,0.00039996,0.034263,3,0.045789,0.0064994,0.27783,4,0.072959,0.022398,0.31825
"methylated histone binding [GO:0035064]",7,0.64001,0.66923,1,0.35999,0.33087,0.67621,0.3722,0.73733,1,3,0.59425,0.92831,1,4,0.20565,0.30067,0.96718
"Sin3-type complex [GO:0070822]",5,0.35466,0.09519,0.63597,0.64534,0.90491,1,0.30835,0.53875,1,3,0.18139,0.18838,1,2,0.4988,0.86161,1
"cell tip [GO:0051286]",9,0.64381,0.70233,1,0.35619,0.29777,0.63267,0.36049,0.72273,1,3,0.47217,0.79572,1,6,0.30465,0.59364,1
"myosin complex [GO:0016459]",5,0.97113,0.9997,1,0.028874,0.00039996,0.012093,0.057747,0.0028997,0.1138,0,NA,NA,NA,5,0.057747,0.0050995,0.14364
"cellular response to starvation [GO:0009267]",8,0.73468,0.89341,1,0.26532,0.10669,0.34381,0.34114,0.65643,1,2,0.62098,0.91181,1,6,0.24786,0.39076,1
"rRNA primary transcript binding [GO:0042134]",6,0.57686,0.49345,1,0.42314,0.50665,0.87209,0.31976,0.56854,1,3,0.47348,0.79812,1,3,0.16604,0.24838,0.87449
"NADH dehydrogenase activity [GO:0003954]",8,0.60636,0.58444,1,0.39364,0.41566,0.77728,0.17434,0.076192,0.6029,3,0.18276,0.19058,1,5,0.16929,0.18138,0.78936
"protein-membrane adaptor activity [GO:0043495]",6,0.59409,0.53345,1,0.40591,0.46665,0.8343,0.35094,0.66863,1,2,0.30869,0.49265,1,4,0.37207,0.75102,1
"Rpd3L complex [GO:0033698]",5,0.60099,0.55344,1,0.39901,0.44666,0.80981,0.33848,0.62744,1,2,0.42557,0.67973,1,3,0.28042,0.51685,1
"'de novo' UMP biosynthetic process [GO:0044205]",5,0.35651,0.09589,0.63597,0.64349,0.90421,1,0.32254,0.58024,1,3,0.1963,0.21798,1,2,0.51191,0.87761,1
"vacuolar proton-transporting V-type ATPase complex [GO:0016471]",6,0.61014,0.57564,1,0.38986,0.42446,0.78836,0.42405,0.84992,1,2,0.46649,0.74173,1,4,0.40282,0.80852,1
"cytochrome-c oxidase activity [GO:0004129]",7,0.4785,0.24458,0.88255,0.5215,0.75552,1,0.16912,0.080392,0.6029,4,0.23535,0.26167,1,3,0.080799,0.063194,0.48425
"mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]",8,0.45515,0.17388,0.80519,0.54485,0.82622,1,0.32506,0.59494,1,4,0.23535,0.26167,1,4,0.41476,0.83012,1
"respiratory chain complex IV [GO:0045277]",7,0.41443,0.12469,0.67449,0.58557,0.87541,1,0.29725,0.48215,1,4,0.23535,0.26167,1,3,0.37979,0.73533,1
"kinesin complex [GO:0005871]",5,0.80522,0.92261,1,0.19478,0.077492,0.28258,0.27742,0.44386,1,1,0.71968,0.85661,1,4,0.16686,0.19968,0.82425
"mitotic DNA replication initiation [GO:1902975]",7,0.70178,0.81252,1,0.29822,0.18758,0.48502,0.59309,0.9948,1,1,0.98823,0.993,1,6,0.52723,0.9781,1
"regulation of actin cytoskeleton organization [GO:0032956]",8,0.80345,0.9647,1,0.19655,0.035396,0.19151,0.32497,0.59464,1,1,0.72749,0.86081,1,7,0.26746,0.45525,1
"heat shock protein binding [GO:0031072]",11,0.5402,0.36256,1,0.4598,0.63754,0.99208,0.27952,0.37586,0.99647,5,0.29591,0.40356,1,6,0.26586,0.45805,1
"protein-disulfide reductase activity [GO:0015035]",5,0.63048,0.62384,1,0.36952,0.37626,0.74158,0.4377,0.85521,1,1,0.24666,0.49105,1,4,0.48546,0.91941,1
"chaperone-mediated protein folding [GO:0061077]",5,0.50379,0.33357,0.97141,0.49621,0.66653,1,0.28789,0.47515,1,3,0.41289,0.69263,1,2,0.1004,0.16658,0.7713
"protein methyltransferase activity [GO:0008276]",6,0.38311,0.10279,0.65227,0.61689,0.89731,1,0.51162,0.9558,1,3,0.27785,0.38656,1,3,0.74539,0.9966,1
"nucleolar ribonuclease P complex [GO:0005655]",6,0.4281,0.16438,0.77163,0.5719,0.83572,1,0.49679,0.94581,1,3,0.35299,0.56214,1,3,0.6406,0.9785,1
"retrograde protein transport, ER to cytosol [GO:0030970]",5,0.45896,0.24798,0.88513,0.54104,0.75212,1,0.19962,0.20368,0.84998,3,0.26462,0.35846,1,2,0.10213,0.17078,0.78326
"nuclear import signal receptor activity [GO:0061608]",8,0.67642,0.77412,1,0.32358,0.22598,0.54072,0.2981,0.48525,1,2,0.3019,0.48205,1,6,0.29684,0.56564,1
"adenyl-nucleotide exchange factor activity [GO:0000774]",5,0.57433,0.48855,1,0.42567,0.51155,0.87209,0.42375,0.82932,1,3,0.64367,0.9601,1,2,0.09387,0.15118,0.75305
"lipid storage [GO:0019915]",5,0.69373,0.74833,1,0.30627,0.25177,0.57233,0.23482,0.30517,0.96081,2,0.52785,0.82752,1,3,0.039465,0.0071993,0.18052
"oxoglutarate dehydrogenase complex [GO:0045252]",6,0.39293,0.11469,0.66784,0.60707,0.88541,1,0.13217,0.044196,0.45892,4,0.18852,0.16018,1,2,0.01947,0.0037996,0.13211
"response to heat [GO:0009408]",5,0.54639,0.42596,1,0.45361,0.57414,0.92802,0.49876,0.93231,1,2,0.48943,0.77562,1,3,0.50499,0.90461,1
"chaperone-mediated protein complex assembly [GO:0051131]",5,0.28341,0.042096,0.44158,0.71659,0.958,1,0.26401,0.39896,1,4,0.26926,0.34727,1,1,0.24299,0.57984,1
"ribonuclease P activity [GO:0004526]",5,0.38529,0.12679,0.67449,0.61471,0.87331,1,0.34499,0.64504,1,3,0.26296,0.35456,1,2,0.46802,0.82582,1
"7-methylguanosine mRNA capping [GO:0006370]",5,0.67926,0.72153,1,0.32074,0.27857,0.60419,0.53348,0.9602,1,2,0.86499,0.9915,1,3,0.31247,0.58884,1
"small ribosomal subunit rRNA binding [GO:0070181]",8,0.70685,0.84412,1,0.29315,0.15598,0.43456,0.32851,0.60654,1,3,0.65627,0.9656,1,5,0.13185,0.092891,0.60705
"cytoplasm protein quality control by the ubiquitin-proteasome system [GO:0071629]",6,0.35663,0.073793,0.60205,0.64337,0.92631,1,0.43404,0.86531,1,4,0.36048,0.58914,1,2,0.58115,0.92841,1
"cristae formation [GO:0042407]",5,0.37749,0.11729,0.66954,0.62251,0.88281,1,0.47834,0.91021,1,4,0.52082,0.89181,1,1,0.3084,0.65173,1
"TIM23 mitochondrial import inner membrane translocase complex [GO:0005744]",8,0.4811,0.23228,0.87955,0.5189,0.76782,1,0.40329,0.83902,1,4,0.3655,0.60194,1,4,0.44108,0.86631,1
"protein neddylation [GO:0045116]",5,0.6154,0.59034,1,0.3846,0.40976,0.7729,0.59309,0.9822,1,2,0.77985,0.9743,1,3,0.46858,0.86791,1
"small molecule biosynthetic process [GO:0044283]",6,0.34675,0.064494,0.58157,0.65325,0.93561,1,0.082679,0.0079992,0.2008,4,0.082141,0.015898,0.45672,2,0.083756,0.12809,0.72933
"protein tag activity [GO:0031386]",5,0.38588,0.12729,0.67449,0.61412,0.87281,1,0.36281,0.69453,1,3,0.27881,0.38826,1,2,0.48881,0.85151,1
"septin ring [GO:0005940]",6,0.82348,0.9549,1,0.17652,0.045195,0.23204,0.026739,9.999e-05,0.011421,1,0.021104,0.045595,0.74525,5,0.027865,0.00019998,0.016898
"nucleolar peripheral inclusion body [GO:0140602]",6,0.58559,0.51315,1,0.41441,0.48695,0.86011,0.47896,0.92841,1,3,0.65014,0.9626,1,3,0.30778,0.57774,1
"mitochondrion inheritance [GO:0000001]",5,0.69699,0.75532,1,0.30301,0.24478,0.56305,0.23768,0.31457,0.9653,1,0.079138,0.20678,1,4,0.27731,0.50255,1
"proton-transporting ATP synthase complex [GO:0045259]",5,0.40225,0.15148,0.73747,0.59775,0.84862,1,0.30037,0.51435,1,3,0.25406,0.33187,1,2,0.36983,0.69233,1
"septin complex [GO:0031105]",5,0.98607,1,1,0.013933,9.999e-05,0.0046723,0.027865,9.999e-05,0.011421,0,NA,NA,NA,5,0.027865,0.00019998,0.016898
"pyruvate metabolic process [GO:0006090]",5,0.46839,0.26447,0.89434,0.53161,0.73563,1,0.17296,0.14139,0.73988,3,0.25812,0.34207,1,2,0.045223,0.040096,0.3709
"NADH dehydrogenase (ubiquinone) activity [GO:0008137]",9,0.81883,0.9798,1,0.18117,0.020298,0.13728,0.26226,0.32317,0.97999,1,0.54962,0.75612,1,8,0.22634,0.28087,0.94306
"ATP synthesis coupled electron transport [GO:0042773]",5,0.76777,0.88041,1,0.23223,0.11969,0.37153,0.2843,0.46525,1,1,0.54962,0.75612,1,4,0.21797,0.33497,1
"aldose reductase (NADPH) activity [GO:0004032]",7,0.15624,0.0012999,0.055348,0.84376,0.9988,1,0.11193,0.014699,0.2747,6,0.080912,0.0023998,0.1625,1,0.29806,0.63984,1
"cytoskeleton-dependent cytokinesis [GO:0061640]",5,0.98607,1,1,0.013933,9.999e-05,0.0046723,0.027865,9.999e-05,0.011421,0,NA,NA,NA,5,0.027865,0.00019998,0.016898
"proteasome-activating activity [GO:0036402]",6,0.65719,0.69353,1,0.34281,0.30657,0.64317,0.45585,0.90121,1,1,0.31067,0.56794,1,5,0.48488,0.93891,1
"positive regulation of proteasomal protein catabolic process [GO:1901800]",6,0.65719,0.69353,1,0.34281,0.30657,0.64317,0.45585,0.90121,1,1,0.31067,0.56794,1,5,0.48488,0.93891,1
